encounter,id,placard_st,placard_desc,facility_name,bus_st_date,category_cd,description,num,street,city,state,zip,inspect_dt,start_time,end_time,municipal,ispt_purpose,abrv,purpose,reispt_cd,reispt_dt,status
201610170012,1696,1,Inspected & Permitted,Rimini Bakery,1960-01-01,172,Food Processor,522,Larimer Ave,Pittsburgh,PA,15206,2016-10-17,10:00:00,11:25:00,Pittsburgh-112,1,Ini,Initial,1,2016-10-24,7
201404150028,1752,1,Inspected & Permitted,Bel Aire Foods,1984-06-17,172,Food Processor,530,Camp Horne Road,Pittsburgh,PA,15237,2014-04-15,11:00:00,12:25:00,Ohio,1,Ini,Initial,2,,7
201605240003,1752,1,Inspected & Permitted,Bel Aire Foods,1984-06-17,172,Food Processor,530,Camp Horne Road,Pittsburgh,PA,15237,2016-05-24,08:30:00,09:00:00,Ohio,1,Ini,Initial,2,,7
201504160031,1752,1,Inspected & Permitted,Bel Aire Foods,1984-06-17,172,Food Processor,530,Camp Horne Road,Pittsburgh,PA,15237,2015-04-16,14:50:00,16:20:00,Ohio,1,Ini,Initial,2,,7
201705170017,1752,1,Inspected & Permitted,Bel Aire Foods,1984-06-17,172,Food Processor,530,Camp Horne Road,Pittsburgh,PA,15237,2017-05-17,11:15:00,12:25:00,Ohio,1,Ini,Initial,2,,7
201909120004,1752,1,Inspected & Permitted,Bel Aire Foods,1984-06-17,172,Food Processor,530,Camp Horne Road,Pittsburgh,PA,15237,2019-09-12,08:30:00,09:45:00,Ohio,1,Ini,Initial,2,,7
201806120012,1752,1,Inspected & Permitted,Bel Aire Foods,1984-06-17,172,Food Processor,530,Camp Horne Road,Pittsburgh,PA,15237,2018-06-12,10:15:00,10:55:00,Ohio,1,Ini,Initial,2,,7
201901220042,1766,1,Inspected & Permitted,S & S Candy & Cigar Co,1981-01-01,151,Warehouse,2025,Carson Street,Pittsburgh,PA,15203,2019-01-22,15:50:00,16:40:00,Pittsburgh-117,1,Ini,Initial,2,,1
201401070042,1766,1,Inspected & Permitted,S & S Candy & Cigar Co,1981-01-01,151,Warehouse,2025,Carson Street,Pittsburgh,PA,15203,2014-01-07,15:00:00,15:40:00,Pittsburgh-117,1,Ini,Initial,2,,1
201501050030,1766,1,Inspected & Permitted,S & S Candy & Cigar Co,1981-01-01,151,Warehouse,2025,Carson Street,Pittsburgh,PA,15203,2015-01-05,15:35:00,16:20:00,Pittsburgh-117,1,Ini,Initial,2,,1
201701190028,1766,1,Inspected & Permitted,S & S Candy & Cigar Co,1981-01-01,151,Warehouse,2025,Carson Street,Pittsburgh,PA,15203,2017-01-19,13:35:00,14:15:00,Pittsburgh-117,1,Ini,Initial,2,,1
201506100011,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2015-06-10,11:00:00,12:45:00,Kennedy,1,Ini,Initial,2,,1
201701120008,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2017-01-12,10:30:00,11:55:00,Kennedy,2,Reispt,Reinspection,1,2017-01-18,1
201406300009,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2014-06-26,09:45:00,11:45:00,Kennedy,1,Ini,Initial,2,,1
201612220012,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2016-12-22,10:50:00,15:00:00,Kennedy,1,Ini,Initial,1,2017-01-05,1
201701180009,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2017-01-18,10:25:00,11:10:00,Kennedy,2,Reispt,Reinspection,2,,1
202102240064,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2021-02-24,15:00:00,16:00:00,Kennedy,2,Reispt,Reinspection,2,,1
202102230089,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2021-02-23,14:00:00,16:00:00,Kennedy,1,Ini,Initial,1,2021-02-24,1
202207200004,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2022-07-20,10:45:00,11:40:00,Kennedy,1,Ini,Initial,2,,1
201805310024,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2018-05-31,12:45:00,14:00:00,Kennedy,1,Ini,Initial,1,2018-06-14,1
201910070028,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2019-10-07,11:50:00,12:40:00,Kennedy,2,Reispt,Reinspection,2,,1
201806250008,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2018-06-22,16:00:00,16:25:00,Kennedy,2,Reispt,Reinspection,2,,1
201809260047,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2018-09-26,14:30:00,15:10:00,Kennedy,8,Comp,Complaint,2,,1
201909240045,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2019-09-24,13:55:00,15:15:00,Kennedy,1,Ini,Initial,1,2019-10-08,1
201812130045,1781,1,Inspected & Permitted,Silver Star Meats,1964-01-01,211,Restaurant without Liquor,1720,Middletown Rd,Mc Kees Rocks,PA,15136,2018-12-13,13:55:00,15:25:00,Kennedy,1,Ini,Initial,0,,1
201905200029,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2019-05-20,12:50:00,13:50:00,Stowe,52,"Ini, Comp","Initial, Complaint",2,,1
202012030040,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2020-12-03,14:30:00,14:40:00,Stowe,58,Covid-19,COVID-19,2,,1
202012030038,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2020-12-03,13:15:00,14:30:00,Stowe,1,Ini,Initial,2,,1
202108120012,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2021-08-11,11:00:00,12:00:00,Stowe,8,Comp,Complaint,2,,1
202208120004,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2022-08-12,08:45:00,10:15:00,Stowe,1,Ini,Initial,2,,1
201504140037,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2015-04-14,14:55:00,16:10:00,Stowe,1,Ini,Initial,2,,1
201605180025,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2016-05-18,13:15:00,14:20:00,Stowe,52,"Ini, Comp","Initial, Complaint",2,,1
201801260039,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2018-01-26,14:40:00,15:30:00,Stowe,1,Ini,Initial,2,,1
201404110027,1785,1,Inspected & Permitted,Mancini's Bakery,1925-01-01,117,Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,2014-04-11,11:00:00,23:45:00,Stowe,1,Ini,Initial,2,,1
201402190016,1788,1,Inspected & Permitted,Thompson Bakery,1946-04-01,172,Food Processor,1565,Banfield Street,Pittsburgh,PA,15235,2014-02-19,09:00:00,09:05:00,Penn Hills,50,Cnslt,Consultation,2,,7
201403030030,1788,1,Inspected & Permitted,Thompson Bakery,1946-04-01,172,Food Processor,1565,Banfield Street,Pittsburgh,PA,15235,2014-02-18,09:00:00,09:10:00,Penn Hills,50,Cnslt,Consultation,0,,7
201403030031,1788,1,Inspected & Permitted,Thompson Bakery,1946-04-01,172,Food Processor,1565,Banfield Street,Pittsburgh,PA,15235,2014-02-18,09:00:00,09:10:00,Penn Hills,50,Cnslt,Consultation,0,,7
201402190027,1788,1,Inspected & Permitted,Thompson Bakery,1946-04-01,172,Food Processor,1565,Banfield Street,Pittsburgh,PA,15235,2014-02-19,09:00:00,09:05:00,Penn Hills,50,Cnslt,Consultation,2,,7
201505110031,1807,1,Inspected & Permitted,Pittsburgh Casing Co,1984-06-17,172,Food Processor,102,33rd St,Pittsburgh,PA,15201,2015-05-11,12:00:00,13:00:00,Pittsburgh-106,1,Ini,Initial,2,,7
201505060045,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2015-05-06,14:00:00,16:15:00,Castle Shannon,1,Ini,Initial,2,,1
201802120010,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2018-02-12,09:15:00,11:10:00,Castle Shannon,1,Ini,Initial,2,,1
201607060005,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2016-07-06,11:00:00,11:55:00,Castle Shannon,8,Comp,Complaint,2,,1
201403240017,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2014-03-24,09:30:00,11:00:00,Castle Shannon,1,Ini,Initial,2,,1
201606200018,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2016-06-20,12:45:00,13:40:00,Castle Shannon,1,Ini,Initial,2,,1
202104220015,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2021-04-22,12:00:00,13:20:00,Castle Shannon,1,Ini,Initial,2,,1
201902190036,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2019-02-19,14:30:00,15:15:00,Castle Shannon,1,Ini,Initial,2,,1
202003120003,1818,1,Inspected & Permitted,M Cibrone & Sons Bakery,1985-06-01,172,Food Processor,1231,Grove  Road,Pittsburgh,PA,15234,2020-03-11,12:40:00,14:00:00,Castle Shannon,1,Ini,Initial,2,,1
202208190003,1862,1,Inspected & Permitted,South Hills Country Club Pool Snackbar,1956-01-01,777,Seasonal/Pool Snack Bar,4305,Brownsville Rd,Pittsburgh,PA,15236,2022-08-12,13:20:00,14:00:00,Whitehall,1,Ini,Initial,2,,2
202106080025,1862,1,Inspected & Permitted,South Hills Country Club Pool Snackbar,1956-01-01,777,Seasonal/Pool Snack Bar,4305,Brownsville Rd,Pittsburgh,PA,15236,2021-06-04,13:40:00,14:15:00,Whitehall,1,Ini,Initial,2,,2
201707310049,1862,1,Inspected & Permitted,South Hills Country Club Pool Snackbar,1956-01-01,777,Seasonal/Pool Snack Bar,4305,Brownsville Rd,Pittsburgh,PA,15236,2017-07-31,12:05:00,12:50:00,Whitehall,1,Ini,Initial,2,,2
201607070014,1862,1,Inspected & Permitted,South Hills Country Club Pool Snackbar,1956-01-01,777,Seasonal/Pool Snack Bar,4305,Brownsville Rd,Pittsburgh,PA,15236,2016-07-07,12:00:00,12:45:00,Whitehall,1,Ini,Initial,2,,2
201906140054,1862,1,Inspected & Permitted,South Hills Country Club Pool Snackbar,1956-01-01,777,Seasonal/Pool Snack Bar,4305,Brownsville Rd,Pittsburgh,PA,15236,2019-06-14,14:30:00,15:00:00,Whitehall,1,Ini,Initial,2,,2
201508060025,1862,1,Inspected & Permitted,South Hills Country Club Pool Snackbar,1956-01-01,777,Seasonal/Pool Snack Bar,4305,Brownsville Rd,Pittsburgh,PA,15236,2015-08-06,11:30:00,12:25:00,Whitehall,1,Ini,Initial,2,,2
201608120020,1869,1,Inspected & Permitted,Windwood Park /  Pool Snack Bar,1984-06-17,777,Seasonal/Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,2016-08-12,11:20:00,12:30:00,Marshall,1,Ini,Initial,2,,1
201508120012,1869,1,Inspected & Permitted,Windwood Park /  Pool Snack Bar,1984-06-17,777,Seasonal/Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,2015-08-12,13:00:00,13:45:00,Marshall,2,Reispt,Reinspection,2,,1
201508030073,1869,1,Inspected & Permitted,Windwood Park /  Pool Snack Bar,1984-06-17,777,Seasonal/Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,2015-08-03,14:30:00,16:30:00,Marshall,1,Ini,Initial,1,2015-08-12,1
202207260021,1869,1,Inspected & Permitted,Windwood Park /  Pool Snack Bar,1984-06-17,777,Seasonal/Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,2022-07-26,13:20:00,14:15:00,Marshall,1,Ini,Initial,2,,1
202106290042,1869,1,Inspected & Permitted,Windwood Park /  Pool Snack Bar,1984-06-17,777,Seasonal/Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,2021-06-29,13:25:00,15:15:00,Marshall,1,Ini,Initial,2,,1
201806110043,1869,1,Inspected & Permitted,Windwood Park /  Pool Snack Bar,1984-06-17,777,Seasonal/Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,2018-06-11,15:20:00,16:10:00,Marshall,1,Ini,Initial,2,,1
201907080022,1869,1,Inspected & Permitted,Windwood Park /  Pool Snack Bar,1984-06-17,777,Seasonal/Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,2019-07-08,12:20:00,13:25:00,Marshall,1,Ini,Initial,0,,1
201807310042,1877,1,Inspected & Permitted,GNC #29,1974-01-01,116,Chain Packaged Food Only,208,Monroeville Mall,Monroeville,PA,15146,2018-07-31,15:00:00,15:45:00,Monroeville,1,Ini,Initial,2,,7
201608150006,1877,1,Inspected & Permitted,GNC #29,1974-01-01,116,Chain Packaged Food Only,208,Monroeville Mall,Monroeville,PA,15146,2016-08-15,11:05:00,11:30:00,Monroeville,1,Ini,Initial,2,,7
201412080003,1877,1,Inspected & Permitted,GNC #29,1974-01-01,116,Chain Packaged Food Only,208,Monroeville Mall,Monroeville,PA,15146,2014-12-05,14:30:00,15:00:00,Monroeville,1,Ini,Initial,2,,7
201610200013,1980,1,Inspected & Permitted,CVS / Pharmacy #4103,1984-06-17,116,Chain Packaged Food Only,355,Lincoln Ave,Pittsburgh,PA,15202,2016-10-18,15:20:00,16:10:00,Bellevue,1,Ini,Initial,2,,1
201803190020,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2018-03-19,11:40:00,12:10:00,Jefferson,1,Ini,Initial,2,,1
201510160014,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2015-10-15,11:45:00,12:30:00,Jefferson,1,Ini,Initial,2,,1
201611210002,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2016-11-18,11:00:00,11:30:00,Jefferson,1,Ini,Initial,2,,1
201904260011,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2019-04-26,11:20:00,12:00:00,Jefferson,1,Ini,Initial,2,,1
202303140004,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2023-03-14,10:10:00,11:00:00,Jefferson,1,Ini,Initial,0,,1
202112010015,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2021-12-01,11:20:00,12:15:00,Jefferson,1,Ini,Initial,2,,1
202103260012,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2021-03-26,11:15:00,12:15:00,Jefferson,59,"Covid-19, Ini","COVID-19, Initial Inspection",2,,1
202204120002,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2022-04-12,10:15:00,11:00:00,Jefferson,1,Ini,Initial,2,,1
201704190037,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2017-04-19,11:45:00,12:15:00,Jefferson,1,Ini,Initial,2,,1
201710100021,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2017-10-10,11:00:00,11:40:00,Jefferson,1,Ini,Initial,2,,1
201909240009,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2019-09-24,11:00:00,11:45:00,Jefferson,1,Ini,Initial,2,,1
201908220055,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2019-08-22,15:10:00,16:30:00,Jefferson,32,Remod,Remodel,2,,1
201810040032,3100,1,Inspected & Permitted,Gill Hall Elementary School,1956-09-01,651,School Full Service Kitchen,829,Gill Hall Road,Clairton,PA,15025,2018-10-04,09:30:00,10:15:00,Jefferson,1,Ini,Initial,2,,1
201509110040,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2015-09-11,15:30:00,16:15:00,Pittsburgh-114,2,Reispt,Reinspection,2,,1
201608160019,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2016-08-16,11:50:00,12:15:00,Pittsburgh-114,8,Comp,Complaint,2,,1
201608010063,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2016-08-01,13:20:00,15:45:00,Pittsburgh-114,1,Ini,Initial,2,,1
201707140024,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2017-07-14,13:00:00,15:30:00,Pittsburgh-114,1,Ini,Initial,2,,1
201407210049,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2014-07-21,14:00:00,16:00:00,Pittsburgh-114,1,Ini,Initial,1,2014-08-04,1
202209230004,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2022-09-23,11:00:00,12:15:00,Pittsburgh-114,8,Comp,Complaint,2,,1
202208230007,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2022-08-23,08:50:00,23:25:00,Pittsburgh-114,1,Ini,Initial,2,,1
201906200039,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2019-06-20,13:15:00,15:20:00,Pittsburgh-114,1,Ini,Initial,1,2019-07-04,1
201408040013,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2014-08-04,12:30:00,13:15:00,Pittsburgh-114,2,Reispt,Reinspection,2,,1
201502090012,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2015-02-09,08:30:00,11:30:00,Pittsburgh-114,1,Ini,Initial,2,,1
201602240030,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2016-02-24,13:40:00,04:30:00,Pittsburgh-114,1,Ini,Initial,2,,1
202106140019,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2021-06-14,12:40:00,13:50:00,Pittsburgh-114,50,Cnslt,Consultation,2,,1
202010140062,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2020-10-14,10:00:00,10:15:00,Pittsburgh-114,63,Covid-19 Assessment,COVID-19 Assessment,2,,1
201909090062,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2019-09-09,16:00:00,16:30:00,Pittsburgh-114,7,Srv Req,Service Request,2,,1
201907090052,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2019-07-09,15:40:00,16:15:00,Pittsburgh-114,2,Reispt,Reinspection,2,,1
201902120001,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2019-02-12,08:15:00,08:45:00,Pittsburgh-114,7,Srv Req,Service Request,2,,1
202008150004,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2020-08-14,09:25:00,09:40:00,Pittsburgh-114,63,Covid-19 Assessment,COVID-19 Assessment,2,,1
201508280042,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2015-08-28,12:30:00,15:00:00,Pittsburgh-114,1,Ini,Initial,1,2015-09-11,1
202101140017,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2021-01-13,14:00:00,16:30:00,Pittsburgh-114,58,Covid-19,COVID-19,2,,1
202101140009,1880,1,Inspected & Permitted,Giant Eagle #38,1962-03-01,112,Chain Supermarket,1901,Murray Avenue,Pittsburgh,PA,15217,2021-01-13,14:00:00,16:30:00,Pittsburgh-114,52,"Ini, Comp","Initial, Complaint",2,,1
202009110016,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2020-09-11,11:50:00,12:15:00,Ross,50,Cnslt,Consultation,2,,1
202003230016,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2020-03-23,15:05:00,16:15:00,Ross,8,Comp,Complaint,0,,1
202009210073,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2020-09-21,14:30:00,16:10:00,Ross,58,Covid-19,COVID-19,2,,1
202009210068,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2020-09-21,14:30:00,16:10:00,Ross,1,Ini,Initial,2,,1
201906140026,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2019-06-14,12:40:00,13:00:00,Ross,2,Reispt,Reinspection,2,,1
202010070028,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2020-10-07,13:05:00,13:30:00,Ross,63,Covid-19 Assessment,COVID-19 Assessment,2,,1
201803220036,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2018-03-22,13:55:00,15:15:00,Ross,1,Ini,Initial,2,,1
202207060017,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2022-07-06,13:55:00,14:25:00,Ross,8,Comp,Complaint,2,,1
202201040011,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2022-01-04,10:30:00,12:30:00,Ross,1,Ini,Initial,2,,1
201701100016,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2017-01-10,09:00:00,23:25:00,Ross,1,Ini,Initial,2,,1
201408080026,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2014-08-08,14:00:00,16:00:00,Ross,1,Ini,Initial,2,,1
201507240052,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2015-07-24,13:45:00,15:35:00,Ross,1,Ini,Initial,2,,1
201709070005,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2017-09-06,11:20:00,11:30:00,Ross,7,Srv Req,Service Request,2,,1
201906100024,2050,1,Inspected & Permitted,Giant Eagle #65,1984-06-17,112,Chain Supermarket,4110,Brighton Road,Pittsburgh,PA,15212,2019-06-10,10:30:00,12:00:00,Ross,1,Ini,Initial,1,2019-06-14,1
201403210043,2204,1,Inspected & Permitted,CVS / Pharmacy #4070,1980-01-01,116,Chain Packaged Food Only,10600,Frankstown Rd,Pittsburgh,PA,15235,2014-03-06,09:00:00,09:35:00,Penn Hills,1,Ini,Initial,2,,1
201603020029,2204,1,Inspected & Permitted,CVS / Pharmacy #4070,1980-01-01,116,Chain Packaged Food Only,10600,Frankstown Rd,Pittsburgh,PA,15235,2016-03-02,11:20:00,00:30:00,Penn Hills,1,Ini,Initial,2,,1
201806200046,2204,1,Inspected & Permitted,CVS / Pharmacy #4070,1980-01-01,116,Chain Packaged Food Only,10600,Frankstown Rd,Pittsburgh,PA,15235,2018-06-20,15:45:00,16:20:00,Penn Hills,1,Ini,Initial,2,,1
202102030067,2204,1,Inspected & Permitted,CVS / Pharmacy #4070,1980-01-01,116,Chain Packaged Food Only,10600,Frankstown Rd,Pittsburgh,PA,15235,2021-02-03,15:05:00,15:45:00,Penn Hills,59,"Covid-19, Ini","COVID-19, Initial Inspection",2,,1
201905100001,2226,1,Inspected & Permitted,Faber Coe & Gregg,1984-06-17,116,Chain Packaged Food Only,530,Wm Penn Place,Pittsburgh,PA,15230,2019-05-09,09:15:00,09:40:00,Pittsburgh-102,1,Ini,Initial,2,,7
201507280005,2226,1,Inspected & Permitted,Faber Coe & Gregg,1984-06-17,116,Chain Packaged Food Only,530,Wm Penn Place,Pittsburgh,PA,15230,2015-07-24,15:50:00,16:20:00,Pittsburgh-102,1,Ini,Initial,2,,7
201412300025,1980,1,Inspected & Permitted,CVS / Pharmacy #4103,1984-06-17,116,Chain Packaged Food Only,355,Lincoln Ave,Pittsburgh,PA,15202,2014-12-30,12:45:00,13:45:00,Bellevue,1,Ini,Initial,2,,1
